1,245.59,244.18
2,460.35,457.7
3,540.69,537.57
4,387.5,385.27
5,282,280.38
6,219.46,218.2
7,217.63,216.38
8,296.14,294.43
9,181.71,225.69
10,276.76,369.79
11,184.7,246.79
12,156.49,209.09
13,341.86,456.78
14,342.64,457.81
15,163.16,218
16,197.8,264.28
17,243.5,325.35
18,176.35,235.63
19,174.01,232.49
20,967.76,1293.1
21,359.16,479.88
22,616.25,823.4
23,715.19,955.59
24,552.58,738.32
25,346.89,463.49
26,2976,1902.4
27,1531.8,975.3
28,1410.1,897.85
29,1116.3,710.74
30,1536.5,978.32
31,1702,1083.7
32,2144,1365.1
33,1122.6,714.8
34,1011.6,685.56
35,168.27,167.3
36,351.42,349.39
37,301.81,300.07
38,323.3,321.44
39,188.05,186.97
40,145.13,144.29
41,143.08,142.25
42,180.07,264.18
43,182.86,320.52
44,202.57,355.07
45,246.87,432.72
46,171.6,300.78
47,532.47,933.32
48,287.11,503.25
49,144.56,253.39
50,195.7,343.02
51,141.69,153.97
52,71.274,70.863
53,266.57,265.03
54,915.44,910.17
55,204.7,203.52
56,298.5,296.78
57,223.54,222.25
58,279.44,277.83
59,135.54,339.93
60,349.63,976.49
61,277.66,775.48
62,535.91,1496.8
63,2048.3,5720.9
64,616.31,1721.3
65,850.19,2374.5
66,849.38,2372.3
67,276.29,713.98
68,363.41,361.32
69,261.87,260.36
70,549.28,546.11
71,255.53,254.06
72,118.37,117.69
73,131.25,130.5
74,214.15,212.92
75,119.95,119.25
76,126.62,125.89
77,295.66,293.95
78,450.09,447.5
79,1201.6,1194.6
80,361.29,359.21
81,337.27,335.32
82,189.16,188.07
83,303.79,302.04
84,1912.4,1162.7
85,2490.6,634.97
86,14283,3641.3
87,8947.9,2281.2
88,6419.3,1636.6
89,10548,2689
90,2085.8,531.77
91,4347.1,1108.3
92,3681.6,951.97
93,276.83,275.24
94,211.06,209.84
95,644.75,641.03
96,263.88,262.36
97,231.86,230.53
98,515.94,512.97
99,197,195.86
100,152.5,151.62
101,116.24,115.57
102,225.85,224.55
103,249.53,248.09
104,944.26,938.82
105,446,443.43
106,423.74,421.3
107,515.09,512.12
108,282.96,281.33
109,302.28,300.54
110,953.96,948.46
111,299.75,298.02
112,325.96,324.08
113,172.55,171.56
114,151,150.13
115,274.57,272.99
116,236.42,235.06
117,545.72,436.38
118,2383.4,1213.1
119,2070.9,1054.1
120,1243.9,633.11
121,992.47,505.15
122,2195.4,1117.4
123,2645.4,1346.5
124,1463.5,744.88
125,1431.2,728.43
126,992.61,505.06
127,844.94,429.9
128,1363.8,693.88
129,1714,872.08
130,2841.7,1445.9
131,902.94,459.41
132,804.75,409.46
133,1886,959.6
134,1101,549.51
135,483.59,180.36
136,306.65,114.37
137,207.82,77.51
138,460.42,171.72
139,194.07,72.382
140,184.14,68.676
141,436,162.61
142,972.36,390.79
143,793.76,1009.7
144,421.3,535.89
145,422.97,538.02
146,301.79,383.87
147,731.1,929.96
148,344.71,438.47
149,446.56,568.03
150,450.96,573.62
151,598.77,636.47
152,524.61,521.59
153,950.54,945.06
154,720.16,716.01
155,1918.6,1907.6
156,2890.2,2873.5
157,3241.9,3223.2
158,3081.9,3064.1
159,4294.4,3006.3
160,6591.9,3354
161,14913,7587.8
162,12969,6598.5
163,19705,10026
164,8754.6,4454.4
165,0,0
166,0,0
167,0,0
168,4609,5862.6
169,4767.4,6064.1
170,2957.4,3761.8
171,773.29,983.62
172,0,0
173,0,0
174,0,0
175,0,0
176,16429,1936.7
177,25914,3054.8
178,14350,1691.6
179,15375,1812.5
180,0,0
181,0,0
182,0,0
183,0,0
184,1488,1892.8
185,5528.8,7032.6
186,5335.9,6787.2
187,754.4,959.6
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,2384.4,1511.1
194,2283.3,1447.1
195,1869.4,1184.8
196,2230.4,1413.5
197,2446.8,1550.7
198,1929,1222.5
199,4594.1,2911.5
200,3511.8,2225.6
201,2104.9,2055.1
202,300.64,1020.4
203,469.05,1592
204,433.38,1471
205,370.59,1257.8
206,785.41,2665.8
207,485.22,1646.9
208,578.7,1964.2
209,936.83,1462.4
210,2594,1319.8
211,3061.4,1557.6
212,2363,1202.3
213,2710,1378.8
214,2678.9,1363
215,3752.9,1909.5
216,3533.6,1797.9
217,2852.4,1451.3
218,2483.6,1520.6
219,2089.7,1324.4
220,5974.8,3786.6
221,2551.9,1617.3
222,3277.9,2077.4
223,5023,3183.4
224,2429.4,1539.7
225,3337.1,2114.9
226,3463.8,1962.5
227,3792.1,1929.4
228,2557.9,1301.4
229,1931.1,982.56
230,1496.1,761.23
231,1953.1,993.75
232,1810.7,921.28
233,3632.2,1848.1
234,2396.6,1219.4
235,2306.3,1173.4
236,1736.8,883.66
237,1271.1,646.72
238,2621.3,1333.7
239,2888.9,1469.9
240,1629.6,829.12
241,1797.3,914.47
242,1206,613.61
243,1203.9,1123.8
244,2970.9,3023.2
245,2120.6,2157.9
246,3560.1,3622.8
247,1810.3,1842.2
248,1863.4,1896.2
249,1722.1,1752.4
250,1556,1583.4
251,964.81,817.4
252,717.09,213.93
253,961.19,286.76
254,2038.1,608.03
255,1272.7,379.7
256,1487.6,443.81
257,1107.3,330.34
258,2196.7,655.35
259,2295.7,673.8
260,2342.8,406.66
261,706.54,122.64
262,3173.3,550.82
263,1897.4,329.34
264,2153.4,373.79
265,2183.1,378.94
266,3168.1,549.91
267,2699.6,468.6
268,1487.1,188.6
269,1818.5,201.86
270,2157.2,239.44
271,1545.6,171.56
272,1722.2,191.17
273,1595.4,177.08
274,2069,229.66
275,1281.7,142.27
276,915.77,143.89
277,1867,670.22
278,2411.8,865.81
279,1285.3,461.39
280,1547,555.36
281,1780.4,639.13
282,1597.7,573.54
283,3803.8,1365.5
284,3762.4,1646.8
285,6494.6,7520.9
286,7697.3,8913.6
287,4386.3,5079.4
288,4921.7,5699.4
289,4739.1,5488
290,4498.9,5209.8
291,6452.2,7471.8
292,5695.4,6595.4
293,3908,4525.5
294,5182.5,6001.4
295,5884.7,6814.6
296,5171,5988
297,5685.5,6583.8
298,5841.8,6764.9
299,5626.2,6515.2
300,4921.3,5698.9
301,2990.9,3423.7
302,1065.4,1059.2
303,1269.6,1262.3
304,1059.7,1053.6
305,875.56,870.52
306,1041.7,1035.7
307,927.64,922.3
308,926.63,921.29
309,944.59,939.15
310,5224.4,6044.6
311,4056.2,4697.2
312,5354.8,6200.9
313,5675.4,6572.2
314,4725,5471.6
315,4560.6,5281.2
316,4582.8,5306.9
317,4457.1,5161.4
318,5273,6106.1
319,8190,9484.1
320,3634.2,4208.5
321,3452.9,3998.5
322,4763.5,5516.1
323,4858.2,5625.9
324,4746.3,5496.2
325,4438.4,5139.8
326,4923.6,5701.6
327,3786.3,4384.5
328,7599.3,8800.1
329,4693.8,5435.5
330,5665.6,6560.8
331,4988.5,5776.7
332,5693.4,6593
333,5129.7,5940.2
334,4827,5589.7
335,4391.8,5085.7
336,5576.8,6457.9
337,5462.9,6326.1
338,5593.4,6477.2
339,4689.2,5430.2
340,5152.6,5966.7
341,1507.7,1745.9
342,1925.3,2229.5
343,2150.5,2298.7
344,2709.3,2757
345,1495.8,1522.1
346,2222.8,2261.9
347,2284.9,2325.1
348,3386.6,3446.2
349,1585.9,1613.8
350,2078.9,2115.5
351,1094.9,1102.2
352,204.67,130.21
353,237.16,150.88
354,134.26,85.419
355,294.3,187.23
356,105.55,67.154
357,89.69,57.061
358,134.89,85.816
359,98.762,62.833
360,89.578,109.03
361,277.62,353.25
362,140.4,178.64
363,396.17,504.09
364,192.58,245.03
365,138.48,176.2
366,184.07,234.21
367,300.12,381.88
368,1561.9,810.24
369,529.91,269.71
370,1677.2,853.67
371,856.58,435.98
372,732.31,372.73
373,688.85,350.61
374,869.38,442.5
375,448.29,228.17
376,449.23,181.3
377,373.84,18.591
378,379.06,18.85
379,885.97,44.057
380,440.19,21.89
381,898.03,44.657
382,581.53,28.918
383,449.84,22.37
384,378.44,18.819
385,338.84,257.55
386,222.87,221.58
387,112.9,112.25
388,153.48,152.6
389,151.4,150.53
390,267.46,265.92
391,379.61,377.43
392,228.22,226.91
393,101.62,153.54
394,123.19,283.14
395,92.752,213.17
396,117.99,271.19
397,117.19,269.34
398,104.7,240.64
399,88.797,204.08
400,39.506,90.798
401,160.28,350.6
402,194.06,192.94
403,150.69,149.82
404,117.96,117.28
405,1099,1092.7
406,225.15,223.85
407,389.22,386.98
408,440.41,437.87
409,305.84,304.08
410,859.86,478.94
411,1496.5,761.42
412,1933.2,983.61
413,1878.2,955.62
414,698.81,355.56
415,1201.1,611.13
416,2529.3,1286.9
417,4768.8,2426.4
418,3434.2,2003.1
419,4374,3037.6
420,3916.9,2720.1
421,3714.2,2579.4
422,5950.6,4132.5
423,5422.7,3765.8
424,4310,2993.1
425,3149.2,2187
426,1300.8,1323.5
427,1412.9,5850.1
428,1711.8,7087.4
429,1420.3,5880.7
430,3009,12459
431,2942.2,12182
432,2513,10405
433,1835.2,7598.5
434,1994.5,8258.2
435,2678.6,4766.4
436,3226.9,2054.4
437,2313.4,1472.8
438,3031.6,1930.1
439,1930.1,1228.8
440,2505.9,1595.4
441,3088.9,1966.5
442,1624.6,1034.3
443,1083.8,851.15
444,907.84,1213
445,641.29,856.85
446,647.94,865.74
447,596.79,797.39
448,455.39,608.47
449,482.81,645.09
450,398.99,533.1
451,464.56,620.72
452,2444.8,1559.2
453,2016.9,1284.2
454,5897.8,3755.2
455,2467.8,1571.3
456,1881,1197.7
457,3627.5,2309.7
458,4492.8,2860.6
459,4889.8,3113.4
460,1695.7,1212.9
461,395.83,393.55
462,694.17,690.17
463,745.26,740.97
464,660.18,656.38
465,822.19,817.45
466,439.53,437
467,217.52,216.27
468,495.78,264.04
469,1215.9,309.32
470,1182.8,300.89
471,1925.9,489.94
472,1624.6,413.29
473,1411.8,359.17
474,2366.9,602.15
475,2417.3,614.95
476,1173.1,298.44
477,347.68,239.28
478,603.17,599.69
479,210.62,209.41
480,583.61,580.25
481,354.32,352.28
482,139.46,138.65
483,297.15,295.44
484,187.64,186.56
485,153.54,152.66
486,89.799,89.282
487,165.34,164.39
488,399.61,397.3
489,232.82,231.47
490,504.15,501.25
491,216.13,214.89
492,222.69,221.41
