timestamp,norm_min_cpu,norm_max_cpu,norm_avg
1/9/2017 1:20,0.0972,0.0996,0.0984
1/9/2017 1:25,0.1033,0.1379,0.1206
1/9/2017 1:30,0.1221,0.1168,0.1194
1/9/2017 1:35,0.1045,0.1208,0.1126
1/9/2017 1:40,0.1374,0.1265,0.1319
1/9/2017 1:45,0.1611,0.1360,0.1486
1/9/2017 1:50,0.1481,0.1337,0.1409
1/9/2017 1:55,0.1219,0.1380,0.1300
1/9/2017 2:00,0.1090,0.1066,0.1078
1/9/2017 2:05,0.1003,0.1102,0.1052
1/9/2017 2:10,0.0945,0.1010,0.0978
1/9/2017 2:15,0.0956,0.0922,0.0939
1/9/2017 2:20,0.0912,0.0799,0.0856
1/9/2017 2:25,0.0962,0.1369,0.1165
1/9/2017 2:30,0.1192,0.1112,0.1152
1/9/2017 2:35,0.1234,0.1074,0.1154
1/9/2017 2:40,0.1145,0.1147,0.1146
1/9/2017 2:45,0.1120,0.1013,0.1066
1/9/2017 2:50,0.0954,0.0962,0.0958
1/9/2017 2:55,0.1055,0.1252,0.1154
1/9/2017 3:00,0.1091,0.1185,0.1138
1/9/2017 3:05,0.0980,0.0978,0.0979
1/9/2017 3:10,0.1035,0.1068,0.1051
1/9/2017 3:15,0.1044,0.0967,0.1006
1/9/2017 3:20,0.1076,0.1048,0.1062
1/9/2017 3:25,0.1249,0.1599,0.1424
1/9/2017 3:30,0.1140,0.1053,0.1097
1/9/2017 3:35,0.1054,0.0895,0.0975
1/9/2017 3:40,0.1012,0.1032,0.1022
1/9/2017 3:45,0.1015,0.0984,0.0999
1/9/2017 3:50,0.1190,0.0978,0.1084
1/9/2017 3:55,0.1215,0.1302,0.1259
1/9/2017 4:00,0.1252,0.1125,0.1189
1/9/2017 4:05,0.1239,0.1138,0.1188
1/9/2017 4:10,0.1311,0.1282,0.1296
1/9/2017 4:15,0.1744,0.1347,0.1546
1/9/2017 4:20,0.1678,0.1132,0.1405
1/9/2017 4:25,0.1403,0.1629,0.1516
1/9/2017 4:30,0.1502,0.1218,0.1360
1/9/2017 4:35,0.1441,0.1109,0.1275
1/9/2017 4:40,0.1346,0.1161,0.1254
1/9/2017 4:45,0.1529,0.1096,0.1312
1/9/2017 4:50,0.1453,0.1084,0.1268
1/9/2017 4:55,0.1432,0.1457,0.1444
1/9/2017 5:00,0.1499,0.1389,0.1444
1/9/2017 5:05,0.1497,0.1415,0.1456
1/9/2017 5:10,0.1338,0.1321,0.1329
1/9/2017 5:15,0.1472,0.1161,0.1316
1/9/2017 5:20,0.1417,0.1216,0.1317
1/9/2017 5:25,0.1507,0.1714,0.1611
1/9/2017 5:30,0.1552,0.1270,0.1411
1/9/2017 5:35,0.1589,0.1236,0.1413
1/9/2017 5:40,0.1550,0.1432,0.1491
1/9/2017 5:45,0.1602,0.1394,0.1498
1/9/2017 5:50,0.1642,0.1336,0.1489
1/9/2017 5:55,0.1592,0.1521,0.1556
1/9/2017 6:00,0.1717,0.1349,0.1533
1/9/2017 6:05,0.1564,0.1393,0.1478
1/9/2017 6:10,0.1637,0.1471,0.1554
1/9/2017 6:15,0.1701,0.1316,0.1508
1/9/2017 6:20,0.1694,0.1447,0.1570
1/9/2017 6:25,0.2029,0.2014,0.2022
1/9/2017 6:30,0.2351,0.1699,0.2025
1/9/2017 6:35,0.2015,0.1607,0.1811
1/9/2017 6:40,0.1830,0.1607,0.1719
1/9/2017 6:45,0.2011,0.1633,0.1822
1/9/2017 6:50,0.2036,0.1612,0.1824
1/9/2017 6:55,0.2111,0.1796,0.1953
1/9/2017 7:00,0.2081,0.1654,0.1868
1/9/2017 7:05,0.2073,0.1750,0.1911
1/9/2017 7:10,0.2024,0.1852,0.1938
1/9/2017 7:15,0.2152,0.1802,0.1977
1/9/2017 7:20,0.2058,0.1680,0.1869
1/9/2017 7:25,0.2027,0.2076,0.2052
1/9/2017 7:30,0.1996,0.1724,0.1860
1/9/2017 7:35,0.1975,0.1678,0.1827
1/9/2017 7:40,0.1926,0.1679,0.1802
1/9/2017 7:45,0.2023,0.1733,0.1878
1/9/2017 7:50,0.1954,0.1610,0.1782
1/9/2017 7:55,0.2032,0.1904,0.1968
1/9/2017 8:00,0.1992,0.1760,0.1876
1/9/2017 8:05,0.1931,0.1865,0.1898
1/9/2017 8:10,0.2276,0.2049,0.2163
1/9/2017 8:15,0.2457,0.2025,0.2241
1/9/2017 8:20,0.2017,0.1959,0.1988
1/9/2017 8:25,0.2300,0.2339,0.2320
1/9/2017 8:30,0.2415,0.2043,0.2229
1/9/2017 8:35,0.2097,0.2037,0.2067
1/9/2017 8:40,0.2136,0.2075,0.2106
1/9/2017 8:45,0.2174,0.1937,0.2056
1/9/2017 8:50,0.2038,0.1983,0.2010
1/9/2017 8:55,0.2139,0.2273,0.2206
1/9/2017 9:00,0.2111,0.2020,0.2066
1/9/2017 9:05,0.2073,0.2074,0.2073
1/9/2017 9:10,0.2162,0.2109,0.2136
1/9/2017 9:15,0.2224,0.2184,0.2204
1/9/2017 9:20,0.2086,0.1920,0.2003
1/9/2017 9:25,0.2174,0.2472,0.2323
1/9/2017 9:30,0.2323,0.2277,0.2300
1/9/2017 9:35,0.2091,0.2159,0.2125
1/9/2017 9:40,0.2064,0.1963,0.2014
1/9/2017 9:45,0.2031,0.1919,0.1975
1/9/2017 9:50,0.2042,0.1904,0.1973
1/9/2017 9:55,0.2155,0.2060,0.2108
1/9/2017 10:00,0.2106,0.2009,0.2058
1/9/2017 10:05,0.2158,0.2031,0.2094
1/9/2017 10:10,0.2064,0.2166,0.2115
1/9/2017 10:15,0.2014,0.2040,0.2027
1/9/2017 10:20,0.2192,0.2049,0.2121
1/9/2017 10:25,0.2279,0.2633,0.2456
1/9/2017 10:30,0.2432,0.2305,0.2368
1/9/2017 10:35,0.2494,0.2258,0.2376
1/9/2017 10:40,0.1969,0.2286,0.2128
1/9/2017 10:45,0.2033,0.2034,0.2033
1/9/2017 10:50,0.2012,0.1957,0.1984
1/9/2017 10:55,0.2062,0.2223,0.2142
1/9/2017 11:00,0.1961,0.2020,0.1990
1/9/2017 11:05,0.1964,0.2083,0.2024
1/9/2017 11:10,0.1973,0.2142,0.2057
1/9/2017 11:15,0.2037,0.1991,0.2014
1/9/2017 11:20,0.2002,0.1916,0.1959
1/9/2017 11:25,0.2152,0.2492,0.2322
1/9/2017 11:30,0.2413,0.2302,0.2357
1/9/2017 11:35,0.2323,0.2237,0.2280
1/9/2017 11:40,0.2145,0.2387,0.2266
1/9/2017 11:45,0.2412,0.2334,0.2373
1/9/2017 11:50,0.2297,0.2301,0.2299
1/9/2017 11:55,0.2325,0.2368,0.2346
1/9/2017 12:00,0.2289,0.2180,0.2235
1/9/2017 12:05,0.2394,0.2220,0.2307
1/9/2017 12:10,0.2287,0.2318,0.2302
1/9/2017 12:15,0.2421,0.2262,0.2341
1/9/2017 12:20,0.2318,0.2313,0.2316
1/9/2017 12:25,0.2405,0.2788,0.2596
1/9/2017 12:30,0.2729,0.2546,0.2638
1/9/2017 12:35,0.2621,0.2657,0.2639
1/9/2017 12:40,0.2584,0.2464,0.2524
1/9/2017 12:45,0.2661,0.2337,0.2499
1/9/2017 12:50,0.2248,0.2231,0.2240
1/9/2017 12:55,0.2262,0.2342,0.2302
1/9/2017 13:00,0.2259,0.2255,0.2257
1/9/2017 13:05,0.2263,0.2217,0.2240
1/9/2017 13:10,0.2128,0.2347,0.2238
1/9/2017 13:15,0.2308,0.2266,0.2287
1/9/2017 13:20,0.2204,0.2137,0.2171
1/9/2017 13:25,0.2250,0.2645,0.2447
1/9/2017 13:30,0.2362,0.2529,0.2446
1/9/2017 13:35,0.2600,0.2535,0.2568
1/9/2017 13:40,0.2391,0.2578,0.2484
1/9/2017 13:45,0.2524,0.2457,0.2491
1/9/2017 13:50,0.2509,0.2497,0.2503
1/9/2017 13:55,0.2512,0.2953,0.2733
1/9/2017 14:00,0.2611,0.2806,0.2709
1/9/2017 14:05,0.2701,0.2995,0.2848
1/9/2017 14:10,0.2538,0.3021,0.2780
1/9/2017 14:15,0.2644,0.2892,0.2768
1/9/2017 14:20,0.2612,0.2794,0.2703
1/9/2017 14:25,0.2590,0.3745,0.3168
1/9/2017 14:30,0.2942,0.3050,0.2996
1/9/2017 14:35,0.2895,0.3152,0.3024
1/9/2017 14:40,0.3052,0.3353,0.3202
1/9/2017 14:45,0.3397,0.3296,0.3346
1/9/2017 14:50,0.3036,0.3256,0.3146
1/9/2017 14:55,0.3009,0.3481,0.3245
1/9/2017 15:00,0.2925,0.3196,0.3060
1/9/2017 15:05,0.2842,0.3052,0.2947
1/9/2017 15:10,0.2639,0.3122,0.2881
1/9/2017 15:15,0.2924,0.2926,0.2925
1/9/2017 15:20,0.2717,0.2958,0.2837
1/9/2017 15:25,0.2723,0.3297,0.3010
1/9/2017 15:30,0.2879,0.2966,0.2922
1/9/2017 15:35,0.2874,0.3160,0.3017
1/9/2017 15:40,0.2835,0.3148,0.2991
1/9/2017 15:45,0.2965,0.3191,0.3078
1/9/2017 15:50,0.3066,0.3195,0.3131
1/9/2017 15:55,0.2907,0.3349,0.3128
1/9/2017 16:00,0.2894,0.3414,0.3154
1/9/2017 16:05,0.3218,0.3407,0.3312
1/9/2017 16:10,0.3033,0.3491,0.3262
1/9/2017 16:15,0.3186,0.3380,0.3283
1/9/2017 16:20,0.3156,0.3326,0.3241
1/9/2017 16:25,0.3155,0.3989,0.3572
1/9/2017 16:30,0.3201,0.3461,0.3331
1/9/2017 16:35,0.3391,0.3402,0.3397
1/9/2017 16:40,0.3222,0.3488,0.3355
1/9/2017 16:45,0.3272,0.3392,0.3332
1/9/2017 16:50,0.3334,0.3509,0.3422
1/9/2017 16:55,0.3586,0.3791,0.3689
1/9/2017 17:00,0.3741,0.3677,0.3709
1/9/2017 17:05,0.3514,0.3537,0.3525
1/9/2017 17:10,0.3276,0.3402,0.3339
1/9/2017 17:15,0.3166,0.3174,0.3170
1/9/2017 17:20,0.3102,0.3042,0.3072
1/9/2017 17:25,0.3127,0.4125,0.3626
1/9/2017 17:30,0.3239,0.3906,0.3573
1/9/2017 17:35,0.3228,0.3943,0.3585
1/9/2017 17:40,0.3252,0.4104,0.3678
1/9/2017 17:45,0.3390,0.4102,0.3746
1/9/2017 17:50,0.3361,0.3919,0.3640
1/9/2017 17:55,0.3123,0.3434,0.3278
1/9/2017 18:00,0.2986,0.3110,0.3048
1/9/2017 18:05,0.2984,0.3080,0.3032
1/9/2017 18:10,0.2775,0.3183,0.2979
1/9/2017 18:15,0.3003,0.3003,0.3003
1/9/2017 18:20,0.3014,0.2917,0.2966
1/9/2017 18:25,0.2878,0.3385,0.3131
1/9/2017 18:30,0.2964,0.3122,0.3043
1/9/2017 18:35,0.2868,0.2918,0.2893
1/9/2017 18:40,0.2653,0.2982,0.2818
1/9/2017 18:45,0.2720,0.2948,0.2834
1/9/2017 18:50,0.2742,0.2862,0.2802
1/9/2017 18:55,0.2895,0.3123,0.3009
1/9/2017 19:00,0.3062,0.3018,0.3040
1/9/2017 19:05,0.3054,0.3067,0.3060
1/9/2017 19:10,0.2710,0.2940,0.2825
1/9/2017 19:15,0.2572,0.2698,0.2635
1/9/2017 19:20,0.2535,0.2523,0.2529
1/9/2017 19:25,0.2394,0.2946,0.2670
1/9/2017 19:30,0.2357,0.2595,0.2476
1/9/2017 19:35,0.2375,0.2618,0.2496
1/9/2017 19:40,0.2369,0.2660,0.2515
1/9/2017 19:45,0.2420,0.2553,0.2486
1/9/2017 19:50,0.2251,0.2373,0.2312
1/9/2017 19:55,0.2223,0.2625,0.2424
1/9/2017 20:00,0.2235,0.2446,0.2340
1/9/2017 20:05,0.2208,0.2492,0.2350
1/9/2017 20:10,0.2286,0.2538,0.2412
1/9/2017 20:15,0.2252,0.2395,0.2324
1/9/2017 20:20,0.2220,0.2333,0.2277
1/9/2017 20:25,0.2111,0.2738,0.2424
1/9/2017 20:30,0.2222,0.2393,0.2308
1/9/2017 20:35,0.2059,0.2381,0.2220
1/9/2017 20:40,0.2202,0.2502,0.2352
1/9/2017 20:45,0.2576,0.2494,0.2535
1/9/2017 20:50,0.2443,0.2849,0.2646
1/9/2017 20:55,0.2234,0.2682,0.2458
1/9/2017 21:00,0.2224,0.2527,0.2376
1/9/2017 21:05,0.2207,0.2614,0.2411
1/9/2017 21:10,0.1996,0.2520,0.2258
1/9/2017 21:15,0.2086,0.2442,0.2264
1/9/2017 21:20,0.2250,0.2554,0.2402
1/9/2017 21:25,0.2327,0.3038,0.2682
1/9/2017 21:30,0.2227,0.3055,0.2641
1/9/2017 21:35,0.2250,0.2920,0.2585
1/9/2017 21:40,0.2081,0.3067,0.2574
1/9/2017 21:45,0.2359,0.2999,0.2679
1/9/2017 21:50,0.2625,0.2877,0.2751
1/9/2017 21:55,0.2463,0.2883,0.2673
1/9/2017 22:00,0.2167,0.2745,0.2456
1/9/2017 22:05,0.2349,0.2724,0.2537
1/9/2017 22:10,0.2014,0.2755,0.2385
1/9/2017 22:15,0.1664,0.2638,0.2151
1/9/2017 22:20,0.1736,0.2562,0.2149
1/9/2017 22:25,0.1778,0.3087,0.2432
1/9/2017 22:30,0.1782,0.2397,0.2089
1/9/2017 22:35,0.1858,0.2228,0.2043
1/9/2017 22:40,0.1814,0.2332,0.2073
1/9/2017 22:45,0.1747,0.2146,0.1947
1/9/2017 22:50,0.2007,0.2150,0.2078
1/9/2017 22:55,0.2129,0.2506,0.2317
1/9/2017 23:00,0.1926,0.2201,0.2064
1/9/2017 23:05,0.1729,0.2138,0.1933
1/9/2017 23:10,0.1716,0.2263,0.1989
1/9/2017 23:15,0.1617,0.2187,0.1902
1/9/2017 23:20,0.1580,0.2050,0.1815
1/9/2017 23:25,0.1749,0.2334,0.2042
1/9/2017 23:30,0.1912,0.1982,0.1947
1/9/2017 23:35,0.1685,0.1873,0.1779
1/9/2017 23:40,0.1586,0.1922,0.1754
1/9/2017 23:45,0.1551,0.1780,0.1666
1/9/2017 23:50,0.1563,0.1840,0.1701
1/9/2017 23:55,0.1648,0.2079,0.1863
1/10/2017 0:00,0.1659,0.1891,0.1775
1/10/2017 0:05,0.1609,0.1871,0.1740
1/10/2017 0:10,0.1395,0.1901,0.1648
1/10/2017 0:15,0.1307,0.1839,0.1573
1/10/2017 0:20,0.1149,0.1672,0.1410
1/10/2017 0:25,0.1219,0.2135,0.1677
1/10/2017 0:30,0.1296,0.1887,0.1591
1/10/2017 0:35,0.1140,0.1849,0.1494
1/10/2017 0:40,0.1151,0.1821,0.1486
1/10/2017 0:45,0.1153,0.1813,0.1483
1/10/2017 0:50,0.1133,0.1598,0.1366
1/10/2017 0:55,0.1156,0.1826,0.1491
1/10/2017 1:00,0.1186,0.1629,0.1407
1/10/2017 1:05,0.1166,0.1636,0.1401
1/10/2017 1:10,0.1018,0.1757,0.1387
1/10/2017 1:15,0.1101,0.1554,0.1327
1/10/2017 1:20,0.1060,0.1567,0.1314
1/10/2017 1:25,0.1380,0.1999,0.1689
1/10/2017 1:30,0.1540,0.1848,0.1694
1/10/2017 1:35,0.1508,0.1682,0.1595
1/10/2017 1:40,0.1330,0.1625,0.1478
1/10/2017 1:45,0.1194,0.1472,0.1333
1/10/2017 1:50,0.1092,0.1382,0.1237
1/10/2017 1:55,0.1166,0.1520,0.1343
1/10/2017 2:00,0.1030,0.1452,0.1241
1/10/2017 2:05,0.1098,0.1587,0.1342
1/10/2017 2:10,0.0990,0.1639,0.1314
1/10/2017 2:15,0.1027,0.1481,0.1254
1/10/2017 2:20,0.0922,0.1353,0.1137
1/10/2017 2:25,0.1028,0.1769,0.1399
1/10/2017 2:30,0.1242,0.1460,0.1351
1/10/2017 2:35,0.1151,0.1368,0.1259
1/10/2017 2:40,0.1068,0.1415,0.1241
1/10/2017 2:45,0.1116,0.1361,0.1238
1/10/2017 2:50,0.1049,0.1216,0.1132
1/10/2017 2:55,0.1110,0.1431,0.1270
1/10/2017 3:00,0.1103,0.1533,0.1318
1/10/2017 3:05,0.1046,0.1448,0.1247
1/10/2017 3:10,0.1288,0.1588,0.1438
1/10/2017 3:15,0.1399,0.1344,0.1372
1/10/2017 3:20,0.1347,0.1197,0.1272
1/10/2017 3:25,0.1112,0.1506,0.1309
1/10/2017 3:30,0.1124,0.1125,0.1125
1/10/2017 3:35,0.1086,0.1089,0.1088
1/10/2017 3:40,0.1108,0.1105,0.1106
1/10/2017 3:45,0.1084,0.1036,0.1060
1/10/2017 3:50,0.1055,0.1090,0.1073
1/10/2017 3:55,0.1071,0.1321,0.1196
1/10/2017 4:00,0.1031,0.1192,0.1111
1/10/2017 4:05,0.1074,0.1296,0.1185
1/10/2017 4:10,0.1099,0.1367,0.1233
1/10/2017 4:15,0.1252,0.1418,0.1335
1/10/2017 4:20,0.1198,0.1347,0.1272
1/10/2017 4:25,0.1321,0.1806,0.1563
1/10/2017 4:30,0.1528,0.1503,0.1515
1/10/2017 4:35,0.1398,0.1349,0.1373
1/10/2017 4:40,0.1328,0.1377,0.1353
1/10/2017 4:45,0.1389,0.1343,0.1366
1/10/2017 4:50,0.1398,0.1274,0.1336
1/10/2017 4:55,0.1431,0.1511,0.1471
1/10/2017 5:00,0.1453,0.1484,0.1468
1/10/2017 5:05,0.1338,0.1505,0.1421
1/10/2017 5:10,0.1288,0.1548,0.1418
1/10/2017 5:15,0.1442,0.1518,0.1480
1/10/2017 5:20,0.1706,0.1454,0.1580
1/10/2017 5:25,0.2016,0.2002,0.2009
1/10/2017 5:30,0.1903,0.1678,0.1791
1/10/2017 5:35,0.1623,0.1457,0.1540
1/10/2017 5:40,0.1576,0.1527,0.1551
1/10/2017 5:45,0.1632,0.1496,0.1564
1/10/2017 5:50,0.1673,0.1579,0.1626
1/10/2017 5:55,0.1755,0.1588,0.1671
1/10/2017 6:00,0.1670,0.1508,0.1589
1/10/2017 6:05,0.1612,0.1388,0.1500
1/10/2017 6:10,0.1666,0.1511,0.1589
1/10/2017 6:15,0.1726,0.1539,0.1633
1/10/2017 6:20,0.1702,0.1445,0.1574
1/10/2017 6:25,0.1980,0.2155,0.2068
1/10/2017 6:30,0.2202,0.1777,0.1989
1/10/2017 6:35,0.1877,0.1583,0.1730
1/10/2017 6:40,0.2083,0.1595,0.1839
1/10/2017 6:45,0.2066,0.1569,0.1817
1/10/2017 6:50,0.1901,0.1487,0.1694
1/10/2017 6:55,0.1949,0.1775,0.1862
1/10/2017 7:00,0.1886,0.1700,0.1793
1/10/2017 7:05,0.1854,0.1701,0.1778
1/10/2017 7:10,0.1921,0.1737,0.1829
1/10/2017 7:15,0.1970,0.1604,0.1787
1/10/2017 7:20,0.1832,0.1507,0.1669
1/10/2017 7:25,0.1903,0.1975,0.1939
1/10/2017 7:30,0.2192,0.1749,0.1970
1/10/2017 7:35,0.2195,0.1822,0.2009
1/10/2017 7:40,0.2309,0.4722,0.3515
1/10/2017 7:45,0.2197,0.8499,0.5348
1/10/2017 7:50,0.1913,0.5616,0.3765
1/10/2017 7:55,0.1957,0.1932,0.1944
1/10/2017 8:00,0.1981,0.1847,0.1914
1/10/2017 8:05,0.1914,0.1755,0.1834
1/10/2017 8:10,0.1842,0.1727,0.1785
1/10/2017 8:15,0.1935,0.1682,0.1809
1/10/2017 8:20,0.1837,0.1620,0.1729
1/10/2017 8:25,0.2050,0.2213,0.2131
1/10/2017 8:30,0.2023,0.1910,0.1966
1/10/2017 8:35,0.2093,0.1944,0.2018
1/10/2017 8:40,0.1988,0.2004,0.1996
1/10/2017 8:45,0.2013,0.1904,0.1958
1/10/2017 8:50,0.1863,0.1741,0.1802
1/10/2017 8:55,0.1963,0.1994,0.1978
1/10/2017 9:00,0.1884,0.1764,0.1824
1/10/2017 9:05,0.1890,0.1716,0.1803
1/10/2017 9:10,0.1952,0.1885,0.1919
1/10/2017 9:15,0.1936,0.1778,0.1857
1/10/2017 9:20,0.1889,0.1693,0.1791
1/10/2017 9:25,0.1950,0.2036,0.1993
1/10/2017 9:30,0.1959,0.1841,0.1900
1/10/2017 9:35,0.1828,0.1836,0.1832
1/10/2017 9:40,0.2262,0.1964,0.2113
1/10/2017 9:45,0.2408,0.1890,0.2149
1/10/2017 9:50,0.2103,0.2009,0.2056
1/10/2017 9:55,0.1920,0.1953,0.1937
1/10/2017 10:00,0.1888,0.1885,0.1886
1/10/2017 10:05,0.1823,0.1931,0.1877
1/10/2017 10:10,0.1812,0.1899,0.1855
1/10/2017 10:15,0.1838,0.1761,0.1799
1/10/2017 10:20,0.1761,0.1819,0.1790
1/10/2017 10:25,0.1796,0.2310,0.2053
1/10/2017 10:30,0.2066,0.1946,0.2006
1/10/2017 10:35,0.2019,0.1967,0.1993
1/10/2017 10:40,0.1984,0.2033,0.2009
1/10/2017 10:45,0.2108,0.1944,0.2026
1/10/2017 10:50,0.1996,0.1959,0.1978
1/10/2017 10:55,0.1980,0.2005,0.1993
1/10/2017 11:00,0.2022,0.1885,0.1953
1/10/2017 11:05,0.1948,0.1986,0.1967
1/10/2017 11:10,0.2159,0.2233,0.2196
1/10/2017 11:15,0.2111,0.1991,0.2051
1/10/2017 11:20,0.2110,0.1887,0.1998
1/10/2017 11:25,0.2064,0.2283,0.2174
1/10/2017 11:30,0.2145,0.2147,0.2146
1/10/2017 11:35,0.2290,0.2029,0.2159
1/10/2017 11:40,0.2145,0.2108,0.2126
1/10/2017 11:45,0.2354,0.2336,0.2345
1/10/2017 11:50,0.2638,0.2296,0.2467
1/10/2017 11:55,0.2345,0.2563,0.2454
1/10/2017 12:00,0.2605,0.2350,0.2477
1/10/2017 12:05,0.2637,0.2315,0.2476
1/10/2017 12:10,0.2254,0.2334,0.2294
1/10/2017 12:15,0.2438,0.2159,0.2299
1/10/2017 12:20,0.2351,0.2196,0.2273
1/10/2017 12:25,0.2396,0.2732,0.2564
1/10/2017 12:30,0.2401,0.2254,0.2328
1/10/2017 12:35,0.2223,0.2211,0.2217
1/10/2017 12:40,0.2172,0.2263,0.2217
1/10/2017 12:45,0.2203,0.2127,0.2165
1/10/2017 12:50,0.2294,0.2284,0.2289
1/10/2017 12:55,0.2217,0.2498,0.2357
1/10/2017 13:00,0.2293,0.2551,0.2422
1/10/2017 13:05,0.2359,0.2607,0.2483
1/10/2017 13:10,0.2205,0.2579,0.2392
1/10/2017 13:15,0.2246,0.2287,0.2267
1/10/2017 13:20,0.2229,0.2242,0.2236
1/10/2017 13:25,0.2240,0.2695,0.2467
1/10/2017 13:30,0.2349,0.2494,0.2422
1/10/2017 13:35,0.2467,0.2377,0.2422
1/10/2017 13:40,0.2408,0.2445,0.2426
1/10/2017 13:45,0.2412,0.2448,0.2430
1/10/2017 13:50,0.2381,0.2446,0.2414
1/10/2017 13:55,0.2391,0.2723,0.2557
1/10/2017 14:00,0.2591,0.2727,0.2659
1/10/2017 14:05,0.2459,0.2820,0.2639
1/10/2017 14:10,0.2489,0.2930,0.2710
1/10/2017 14:15,0.2586,0.3011,0.2798
1/10/2017 14:20,0.2785,0.2831,0.2808
1/10/2017 14:25,0.2619,0.3693,0.3156
1/10/2017 14:30,0.2968,0.2902,0.2935
1/10/2017 14:35,0.2740,0.2894,0.2817
1/10/2017 14:40,0.2598,0.2968,0.2783
1/10/2017 14:45,0.2670,0.2979,0.2825
1/10/2017 14:50,0.2800,0.2934,0.2867
1/10/2017 14:55,0.2715,0.3088,0.2901
1/10/2017 15:00,0.2688,0.3111,0.2899
1/10/2017 15:05,0.2855,0.3085,0.2970
1/10/2017 15:10,0.2575,0.3176,0.2876
1/10/2017 15:15,0.2687,0.3039,0.2863
1/10/2017 15:20,0.2569,0.2824,0.2696
1/10/2017 15:25,0.2456,0.3392,0.2924
1/10/2017 15:30,0.2815,0.3117,0.2966
1/10/2017 15:35,0.2810,0.3170,0.2990
1/10/2017 15:40,0.2700,0.3188,0.2944
1/10/2017 15:45,0.2729,0.3148,0.2939
1/10/2017 15:50,0.2933,0.3140,0.3037
1/10/2017 15:55,0.2820,0.3342,0.3081
1/10/2017 16:00,0.2940,0.3353,0.3146
1/10/2017 16:05,0.3010,0.3439,0.3224
1/10/2017 16:10,0.3145,0.3687,0.3416
1/10/2017 16:15,0.3561,0.3709,0.3635
1/10/2017 16:20,0.3401,0.3512,0.3457
1/10/2017 16:25,0.3266,0.4105,0.3685
1/10/2017 16:30,0.3342,0.3680,0.3511
1/10/2017 16:35,0.3307,0.3620,0.3464
1/10/2017 16:40,0.3165,0.3590,0.3378
1/10/2017 16:45,0.3227,0.3521,0.3374
1/10/2017 16:50,0.3247,0.3315,0.3281
1/10/2017 16:55,0.3086,0.3711,0.3399
1/10/2017 17:00,0.3472,0.3645,0.3558
1/10/2017 17:05,0.3486,0.3556,0.3521
1/10/2017 17:10,0.3262,0.3580,0.3421
1/10/2017 17:15,0.3214,0.3441,0.3328
1/10/2017 17:20,0.3267,0.3356,0.3311
1/10/2017 17:25,0.3313,0.4418,0.3866
1/10/2017 17:30,0.3405,0.4153,0.3779
1/10/2017 17:35,0.3342,0.4057,0.3699
1/10/2017 17:40,0.3294,0.4191,0.3743
1/10/2017 17:45,0.3514,0.4073,0.3793
1/10/2017 17:50,0.3434,0.3941,0.3688
1/10/2017 17:55,0.3165,0.3432,0.3299
1/10/2017 18:00,0.3193,0.3212,0.3202
1/10/2017 18:05,0.3199,0.3222,0.3210
1/10/2017 18:10,0.3005,0.3203,0.3104
1/10/2017 18:15,0.2963,0.3247,0.3105
1/10/2017 18:20,0.3280,0.3256,0.3268
1/10/2017 18:25,0.3371,0.3731,0.3551
1/10/2017 18:30,0.3333,0.3318,0.3325
1/10/2017 18:35,0.3069,0.3128,0.3098
1/10/2017 18:40,0.2911,0.3258,0.3084
1/10/2017 18:45,0.3031,0.3334,0.3182
1/10/2017 18:50,0.3006,0.3188,0.3097
1/10/2017 18:55,0.2689,0.3175,0.2932
1/10/2017 19:00,0.2777,0.3098,0.2938
1/10/2017 19:05,0.2624,0.3013,0.2818
1/10/2017 19:10,0.2502,0.3028,0.2765
1/10/2017 19:15,0.2587,0.2890,0.2739
1/10/2017 19:20,0.2544,0.2849,0.2696
1/10/2017 19:25,0.2627,0.3360,0.2994
1/10/2017 19:30,0.2706,0.3026,0.2866
1/10/2017 19:35,0.2645,0.2883,0.2764
1/10/2017 19:40,0.2374,0.2743,0.2559
1/10/2017 19:45,0.2443,0.2576,0.2509
1/10/2017 19:50,0.2396,0.2623,0.2510
1/10/2017 19:55,0.2424,0.2891,0.2657
1/10/2017 20:00,0.2288,0.2738,0.2513
1/10/2017 20:05,0.2222,0.2731,0.2476
1/10/2017 20:10,0.2126,0.2698,0.2412
1/10/2017 20:15,0.2207,0.2537,0.2372
1/10/2017 20:20,0.2191,0.2399,0.2295
1/10/2017 20:25,0.2210,0.2926,0.2568
1/10/2017 20:30,0.2541,0.2506,0.2524
1/10/2017 20:35,0.2435,0.2458,0.2446
1/10/2017 20:40,0.2251,0.2597,0.2424
1/10/2017 20:45,0.2275,0.2375,0.2325
1/10/2017 20:50,0.2172,0.2884,0.2528
1/10/2017 20:55,0.2263,0.2681,0.2472
1/10/2017 21:00,0.2411,0.2616,0.2514
1/10/2017 21:05,0.2482,0.2631,0.2556
1/10/2017 21:10,0.2111,0.2548,0.2330
1/10/2017 21:15,0.2185,0.2436,0.2311
1/10/2017 21:20,0.2151,0.2258,0.2205
1/10/2017 21:25,0.2183,0.2676,0.2429
1/10/2017 21:30,0.2257,0.2779,0.2518
1/10/2017 21:35,0.2323,0.2571,0.2447
1/10/2017 21:40,0.2246,0.2765,0.2505
1/10/2017 21:45,0.2091,0.2372,0.2231
1/10/2017 21:50,0.1993,0.2253,0.2123
1/10/2017 21:55,0.1985,0.2509,0.2247
1/10/2017 22:00,0.1940,0.2570,0.2255
